vx,vy,omega,obj_val,timestamp
0.17021297113611816,-0.7300109139300693,0.6618999999999999,4.220639165382225,2025-11-21T20:43:02.071578
-0.20102838745088042,0.7252346774933606,0.6585,4.1143518216164425,2025-11-21T20:43:02.100028
0.07169912903483079,-0.7498599501877979,0.6577,4.300030917094139,2025-11-21T20:43:02.115878
0.231730140030669,-0.7191280360279152,0.6551000000000001,4.018081108721963,2025-11-21T20:43:02.138891
-0.10302306564166938,0.7491847288524989,0.6543,4.16233462318874,2025-11-21T20:43:02.149561
0.13440823922185863,-0.7471704057504417,0.6509,4.034203656180696,2025-11-21T20:43:02.173698
-0.0022120017993588915,0.7598454428685084,0.6501,4.315473493845169,2025-11-21T20:43:02.184763
-0.1657962763147136,0.7438113636938973,0.6475,3.915852061461412,2025-11-21T20:43:02.207868
0.033733345106806645,-0.7619981439793047,0.6467,4.156536730464624,2025-11-21T20:43:02.219085
0.19712848173442343,-0.7391045607281023,0.6441,3.807476062792661,2025-11-21T20:43:02.242559
-0.06543391090236932,0.7628128953446061,0.6433000000000001,4.00681096005056,2025-11-21T20:43:02.253645
-0.06849460379265401,-0.7632183431045714,0.6425000000000001,4.382727464378145,2025-11-21T20:43:02.261661
-0.22834595252521603,0.7330495453687641,0.6407,3.7092536311703297,2025-11-21T20:43:02.282419
0.09725573811840345,-0.7622790246379894,0.6399,3.8665458455543265,2025-11-21T20:43:02.293217
0.03703825660352356,0.7682313177342951,0.6391,4.203076705849226,2025-11-21T20:43:02.303303
-0.12914032252012458,0.7603884054214649,0.6365000000000001,3.7359741251910115,2025-11-21T20:43:02.322303
-0.005284233027686284,-0.771918121876478,0.6356999999999999,4.032203642572018,2025-11-21T20:43:02.329859
0.16102872912189106,-0.7571354821941637,0.6331,3.615311082275054,2025-11-21T20:43:02.351545
-0.026710361081278902,0.774263047426976,0.6323,3.8703921610600354,2025-11-21T20:43:02.359360
-0.10865199242192174,-0.7677255333403643,0.6315000000000001,4.301275029660908,2025-11-21T20:43:02.367661
-0.19286170569890598,0.7525172904823575,0.6297,3.5047540522551355,2025-11-21T20:43:02.385209
0.05888765757610068,-0.7752528837645172,0.6289000000000001,3.717910180048012,2025-11-21T20:43:02.395825
0.07711164901843302,0.774302385109111,0.6281,4.109899979817268,2025-11-21T20:43:02.406471
0.22457979716242302,-0.7465334719263998,0.6263000000000001,3.404481990726438,2025-11-21T20:43:02.420663
-0.0911891360648578,0.7748769524664836,0.6255,3.575009137414459,2025-11-21T20:43:02.430974
-0.04521150184533854,-0.7795548922948844,0.6247,3.9271088495520523,2025-11-21T20:43:02.438768
-0.25612346057531393,0.7391862843309024,0.6229,3.314655033650891,2025-11-21T20:43:02.456144
0.12355573545823065,-0.7731271371743303,0.6221,3.4419233657714208,2025-11-21T20:43:02.462412
0.013008335432949691,0.7834648002362735,0.6213,3.75320318731379,2025-11-21T20:43:02.472606
-0.14939562610640603,-0.7698445926940547,0.6205,4.238906953662846,2025-11-21T20:43:02.480669
-0.1559279668261808,0.769997908543558,0.6187,3.318869648710579,2025-11-21T20:43:02.497365
