vx,vy,omega,obj_val,timestamp
0.11968934939649382,-0.6763940398473689,0.7267500000000001,2.6268796588970518,2025-11-02T17:51:41.427564
-0.057088435457999964,0.6885377317452964,0.72295,2.4490625439214058,2025-11-02T17:51:41.607334
0.08570813386808877,-0.6873518409729109,0.72125,2.5133012807492716,2025-11-02T17:51:41.868956
-0.11432552970533849,0.6849653062437497,0.7195500000000001,2.576566351183933,2025-11-02T17:51:42.100226
-0.006734716938153967,-0.6948222226496237,0.71915,2.2706334471180716,2025-11-02T17:51:42.243352
-0.022035096488038638,0.6962614106948359,0.71745,2.3370287753153716,2025-11-02T17:51:42.409764
0.05091161790397427,-0.6964983450535972,0.71575,2.40272622292531,2025-11-02T17:51:42.761227
0.07122584736416736,0.6951267914325102,0.7153499999999999,2.088084656787243,2025-11-02T17:51:43.046237
-0.0798441669083953,0.6955267834603527,0.7140500000000002,2.467594652478922,2025-11-02T17:51:43.268086
-0.042549350439341646,-0.6992090032867069,0.71365,2.1560154375679477,2025-11-02T17:51:43.396599
0.16378367623072002,0.6815052053362107,0.7132499999999999,1.8340102204765911,2025-11-02T17:51:43.666729
0.10878173783407542,-0.6933426360853617,0.71235,2.531508215319749,2025-11-02T17:51:43.816705
0.013656819714986829,0.7020973499275384,0.7119500000000001,2.223529362259637,2025-11-02T17:51:44.048704
-0.1358190856908195,-0.68938361850432,0.7115500000000001,1.9028387696402,2025-11-02T17:51:44.288591
0.25396731506798753,0.6555656186661696,0.71115,1.6230355344514247,2025-11-02T17:51:44.496217
-0.13767309168506098,0.689943981295494,0.71065,2.594341032794996,2025-11-02T17:51:44.657909
0.015401596514845786,-0.7037810229928012,0.71025,2.290494667070561,2025-11-02T17:51:44.782591
0.10748134111929324,0.6961039712652113,0.70985,1.9716692558149085,2025-11-02T17:51:45.065580
-0.2272169682212583,-0.6671230372669945,0.70945,1.6705421954538238,2025-11-02T17:51:45.201167
-0.04457523221774328,0.7042513373595638,0.70855,2.356780496068888,2025-11-02T17:51:45.391757
-0.07881884930492998,-0.7016488911800878,0.7081500000000001,2.040367795250764,2025-11-02T17:51:45.623306
0.1999420340123379,0.6775788666531809,0.70775,1.716825391610368,2025-11-02T17:51:45.911853
0.0738129940884344,-0.7035017550821752,0.7068500000000001,2.4222583961865527,2025-11-02T17:51:46.123793
0.049880811428406176,0.7060030468427482,0.70645,2.1088021226583016,2025-11-02T17:51:46.404787
-0.17218831937210327,-0.6869094410268434,0.7060500000000001,1.7854301433037219,2025-11-02T17:51:46.625230
-0.10306345308916583,0.7015279054587475,0.7051499999999999,2.4868014039397544,2025-11-02T17:51:46.881191
